task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2512	59/f0db43	6401412	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:44.488	1m 6s	13s	91.0%	132.6 MB	243.1 MB	367.8 MB	54.8 MB
2513	0e/45aa1f	6401414	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:46.484	1m 4s	27s	95.2%	139.9 MB	248.8 MB	463.3 MB	128.7 MB
2514	a2/7aabad	6401413	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:45.484	1m 5s	22s	95.0%	142.1 MB	252.3 MB	429.5 MB	104.1 MB
2516	9e/10979c	6401415	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:47.483	1m 3s	24s	94.9%	158.4 MB	265.2 MB	439.8 MB	112 MB
2515	d9/37272c	6401416	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:48.483	1m 2s	8s	85.7%	128.8 MB	239.4 MB	370.5 MB	68.6 MB
2502	75/1638bb	6401417	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:49.482	1m 1s	5s	80.2%	127 MB	237.9 MB	352.7 MB	53.5 MB
2519	94/117a2e	6401419	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:51.487	59.4s	21s	94.4%	138.8 MB	247.8 MB	419.1 MB	93.5 MB
2517	3b/467edf	6401418	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:50.500	1m	24s	94.7%	135.5 MB	243.9 MB	451.8 MB	121.5 MB
2518	bb/ced05a	6401420	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:52.484	58.4s	8s	87.9%	128.3 MB	239.1 MB	333.5 MB	28.7 MB
2521	84/e5b7e6	6401421	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:53.492	57.4s	11s	91.2%	134.1 MB	243 MB	419.6 MB	110.8 MB
2522	7a/ccdceb	6401424	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:56.484	54.4s	4s	78.7%	127.5 MB	238.4 MB	328.5 MB	29.5 MB
2520	58/778735	6401422	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:54.483	56.4s	5s	84.2%	129.1 MB	239.1 MB	351.2 MB	51.7 MB
2524	01/6272ef	6401423	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:55.484	55.4s	12s	90.2%	137.1 MB	245.2 MB	367 MB	55.3 MB
2523	54/cb52f5	6401427	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:57.545	53.3s	15s	96.4%	141.6 MB	249.9 MB	384.1 MB	67.3 MB
2526	4f/781183	6401428	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:58.483	52.4s	28s	97.3%	174.4 MB	284.3 MB	408.7 MB	68.5 MB
2527	cf/ea763e	6401430	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:00.483	50.5s	2s	87.5%	36.8 MB	126.1 MB	302.3 MB	6.2 MB
2531	28/2640ef	6401432	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:02.483	48.5s	3s	97.0%	118.2 MB	224.9 MB	326.8 MB	28.9 MB
2528	5a/38c667	6401431	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:01.483	49.5s	4s	95.1%	119.1 MB	186.1 MB	344.7 MB	45.4 MB
2530	e8/14da11	6401433	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:03.484	47.5s	4s	89.7%	127.6 MB	237.7 MB	357.9 MB	58.4 MB
2529	ca/95bf46	6401434	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:04.482	46.5s	2s	86.0%	45.7 MB	137.2 MB	313.1 MB	16.2 MB
2532	68/ca358b	6401435	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:05.484	45.5s	16s	96.7%	137.7 MB	246.9 MB	451.8 MB	133.1 MB
2533	bc/a86cf3	6401436	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:06.483	44.5s	1s	83.4%	36.3 MB	120.9 MB	292.5 MB	1.3 MB
2536	6d/01bede	6401438	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:08.482	1m 42s	3s	88.5%	122.5 MB	232.8 MB	322.2 MB	23.6 MB
2534	02/ea0bec	6401437	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:07.482	1m 43s	3s	86.6%	82.3 MB	189.1 MB	320.4 MB	23.4 MB
2537	08/501e38	6401439	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:09.482	1m 41s	9s	95.4%	131.8 MB	240.8 MB	394.3 MB	86.5 MB
2525	22/e0ff61	6401429	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:44:59.483	1m 51s	1m	98.4%	172.4 MB	281.7 MB	529.4 MB	120.8 MB
2539	d0/8fbbc2	6401441	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:11.490	1m 39s	3s	97.6%	122.4 MB	233.4 MB	343.1 MB	44.3 MB
2540	94/47d1ae	6401443	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:13.484	1m 37s	2s	81.4%	33.6 MB	120.2 MB	297 MB	2.7 MB
2535	64/acb076	6401440	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:10.483	1m 40s	3s	94.7%	30.6 MB	117.7 MB	335 MB	36.4 MB
2538	27/8205d2	6401442	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:12.498	1m 38s	2s	97.9%	3.2 MB	5.5 MB	304.3 MB	7.9 MB
2542	0d/80c8eb	6401445	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:15.484	1m 35s	8s	94.6%	134 MB	242.8 MB	374.3 MB	68.4 MB
2541	43/c98743	6401444	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:14.482	1m 36s	4s	91.4%	118.2 MB	225 MB	349.3 MB	49.8 MB
2545	2a/f1024b	6401446	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:16.484	1m 34s	3s	88.9%	52 MB	146.3 MB	303.3 MB	6.3 MB
2544	54/80f30e	6401448	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:18.484	2m 32s	6s	96.9%	134.9 MB	245.6 MB	329.3 MB	25 MB
2546	75/693605	6401447	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:17.483	2m 33s	19s	97.6%	143.6 MB	252.9 MB	406.8 MB	83.8 MB
2548	5c/33eb23	6401450	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:20.483	2m 30s	4s	97.7%	122.2 MB	232.8 MB	319.9 MB	20.3 MB
2547	60/701a63	6401451	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:21.483	2m 29s	25s	98.1%	193.1 MB	303.7 MB	408.6 MB	34.9 MB
2550	3e/d48de1	6401452	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:22.483	2m 28s	2s	97.3%	112.6 MB	179.1 MB	313 MB	15.6 MB
2555	07/beb666	6401456	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:26.482	2m 24s	2s	90.8%	47.4 MB	138.3 MB	309.6 MB	14.4 MB
2549	2c/7bd261	6401455	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:25.484	2m 25s	7s	97.4%	130.8 MB	240.8 MB	377.9 MB	72.7 MB
2543	8b/dc830e	6401449	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:19.483	2m 31s	1s	86.3%	114.3 MB	218.3 MB	300.1 MB	4.4 MB
2551	e2/547421	6401453	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:23.483	2m 27s	3s	97.5%	122.4 MB	233.2 MB	330.2 MB	32.2 MB
2552	6e/27f0c4	6401454	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:24.483	2m 26s	1s	83.0%	20.8 MB	104.9 MB	296.9 MB	3.7 MB
2558	0e/18b721	6401459	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:29.482	2m 21s	5s	96.8%	128.8 MB	239.5 MB	348.6 MB	45.3 MB
2554	e2/96e704	6401457	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:27.482	2m 23s	2s	97.0%	3.1 MB	5.5 MB	298.6 MB	4.2 MB
2559	e7/9af9ce	6401460	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:30.533	2m 20s	5s	97.1%	119.6 MB	224.9 MB	339.1 MB	37.9 MB
2556	21/2bd647	6401458	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:28.483	2m 22s	23s	98.1%	135.3 MB	244.4 MB	449.6 MB	119.4 MB
2557	1d/54a278	6401461	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:31.482	2m 19s	7s	97.8%	130.1 MB	239.4 MB	373.6 MB	70.1 MB
2553	88/6e0563	6401462	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:32.481	2m 18s	2s	86.5%	32 MB	118.9 MB	302.7 MB	6.4 MB
2561	9e/1fbaa4	6401463	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:33.482	2m 17s	4s	97.2%	131.1 MB	240.4 MB	351.5 MB	50.4 MB
2560	80/3377e1	6401465	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:35.484	2m 15s	1s	96.1%	111.1 MB	176.8 MB	300.6 MB	4.3 MB
2563	83/461c75	6401464	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:34.482	2m 16s	2s	95.7%	121.8 MB	232 MB	303.6 MB	7 MB
2562	e3/3ef7aa	6401466	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:36.483	2m 14s	6s	97.3%	129.8 MB	240.5 MB	338.4 MB	33.6 MB
2567	ad/fd2001	6401469	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:39.483	2m 11s	6s	97.2%	129.8 MB	240.2 MB	367.9 MB	65.7 MB
2565	38/774722	6401467	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:37.483	2m 13s	1s	93.2%	53.2 MB	147.8 MB	300.7 MB	4.3 MB
2570	cd/6f173e	6401471	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:41.484	2m 9s	2s	92.7%	64.1 MB	163 MB	304.5 MB	7.7 MB
2564	21/e88650	6401468	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:38.483	2m 12s	4s	96.6%	129.9 MB	240.6 MB	316.8 MB	16.4 MB
2566	54/020f7b	6401470	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:40.483	2m 10s	9s	96.9%	131.8 MB	242.3 MB	347.8 MB	39.4 MB
2571	22/7b8260	6401473	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:43.483	2m 7s	2s	88.0%	31 MB	118.5 MB	306.3 MB	9.8 MB
2572	d6/281005	6401474	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:44.483	2m 6s	2s	78.2%	118.3 MB	224.4 MB	302.4 MB	6 MB
2569	51/1ecded	6401472	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:42.484	2m 8s	9s	96.9%	148.7 MB	257.2 MB	357.5 MB	49.3 MB
2573	3e/5e3f5c	6401475	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:45.483	2m 5s	3s	81.9%	76.9 MB	181.2 MB	331.4 MB	34.5 MB
2568	55/ac730a	6401476	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:46.483	2m 4s	3s	84.8%	79.2 MB	184.4 MB	342.5 MB	45 MB
2575	27/38d42c	6401478	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:48.483	2m 2s	4s	91.2%	119.3 MB	186.4 MB	310 MB	11.3 MB
2574	93/b0b682	6401477	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:47.483	2m 3s	13s	96.5%	139.9 MB	249.9 MB	373.4 MB	60 MB
2580	19/1fc587	6401482	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:52.486	1m 58s	6s	97.0%	133.3 MB	241.7 MB	361.3 MB	58.1 MB
2577	3a/3fbc65	6401479	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:49.491	2m 1s	10s	96.3%	140.4 MB	248.7 MB	353.4 MB	43.3 MB
2576	c2/b0cd07	6401481	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:51.559	1m 59s	7s	95.3%	131.2 MB	241.7 MB	330.8 MB	27.1 MB
2578	f8/cd1411	6401480	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:50.490	2m	7s	96.4%	133.4 MB	243.9 MB	343.1 MB	38.6 MB
2579	b4/85dd34	6401485	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:55.484	1m 55s	2s	96.5%	121.6 MB	232.2 MB	306.9 MB	10.4 MB
2582	fd/f43790	6401483	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:53.485	1m 57s	2s	91.1%	127.9 MB	238.9 MB	309 MB	11.9 MB
2581	fc/25e956	6401484	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:54.485	1m 56s	9s	96.4%	136.6 MB	247.4 MB	341.1 MB	33.2 MB
2584	a0/bd77eb	6401486	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:56.484	1m 54s	17s	96.9%	146 MB	256.1 MB	385.4 MB	66 MB
2583	d4/d0ad42	6401487	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:57.484	1m 53s	3s	92.8%	129.5 MB	196.2 MB	302 MB	4.2 MB
2585	53/67d676	6401488	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:58.484	1m 52s	18s	97.1%	157.9 MB	268.1 MB	393.7 MB	69.1 MB
2589	ee/a0eb3e	6401490	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:00.484	1m 50s	25s	97.2%	138.2 MB	245.9 MB	449.6 MB	112.9 MB
2587	dc/de08ea	6401489	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:45:59.484	1m 51s	3s	91.6%	127.6 MB	238.2 MB	326.7 MB	29.5 MB
2588	e7/b7b95a	6401491	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:01.483	1m 49s	3s	95.5%	118.1 MB	224.9 MB	322 MB	23.6 MB
2586	4d/e89d56	6401492	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:02.485	1m 48s	42s	98.0%	230.9 MB	338.8 MB	1.1 GB	99.1 MB
2590	d2/147fc1	6401494	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:04.484	1m 46s	10s	95.0%	134.7 MB	242.6 MB	391.1 MB	82.1 MB
2593	00/64b51b	6401495	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:05.483	1m 45s	6s	92.7%	134.3 MB	242.3 MB	359.3 MB	55.5 MB
2591	a7/569e56	6401493	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:03.483	1m 47s	22s	97.7%	138.4 MB	246.6 MB	441.8 MB	112.4 MB
2595	8a/2b032f	6401496	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:06.484	1m 44s	4s	92.8%	130.1 MB	238.2 MB	352.5 MB	52.2 MB
2596	71/2d6c69	6401499	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:09.492	1m 41s	2s	89.5%	39.6 MB	128 MB	299.6 MB	5.4 MB
2592	68/25716b	6401497	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:07.483	1m 43s	2s	79.4%	54.8 MB	149.3 MB	300.2 MB	4.5 MB
2594	d5/632804	6401498	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:08.483	1m 42s	1s	85.1%	28.9 MB	113.6 MB	294.6 MB	1.8 MB
2598	58/1474c7	6401500	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:10.490	1m 40s	1s	91.0%	58.6 MB	153.7 MB	297.9 MB	3.2 MB
2597	9a/ad8af9	6401502	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:12.482	1m 38s	4s	93.3%	118.8 MB	185.4 MB	345.8 MB	46.7 MB
2600	45/36c4e8	6401501	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:11.483	1m 39s	3s	93.9%	118.1 MB	224.9 MB	311.2 MB	13.7 MB
2602	2a/cc9224	6401505	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:15.483	1m 35s	5s	95.8%	134.4 MB	242.1 MB	352.9 MB	52.7 MB
2603	99/e18617	6401504	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:14.482	1m 36s	22s	97.4%	139.5 MB	247.9 MB	439.6 MB	110.1 MB
2599	e5/c897f7	6401503	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:13.483	1m 37s	4s	93.5%	125.7 MB	236.3 MB	339.7 MB	39.8 MB
2604	4b/7c0a40	6401506	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:16.485	1m 34s	2s	86.0%	28.5 MB	115.1 MB	311.3 MB	14.8 MB
2605	6a/e1e970	6401509	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:18.482	1m 32s	6s	97.8%	129.9 MB	238.8 MB	352.1 MB	50.8 MB
2601	6b/24cccd	6401508	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:17.482	1m 33s	4s	92.5%	128.1 MB	238.6 MB	342.9 MB	43.9 MB
2607	48/c9a24a	6401510	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:19.483	1m 31s	2s	84.0%	42.7 MB	133.5 MB	305.8 MB	9.3 MB
2610	5f/f1b87b	6401512	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:21.484	1m 29s	11s	96.4%	134.1 MB	242.5 MB	377.9 MB	68.3 MB
2609	1f/b2f58a	6401511	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:20.483	1m 30s	3s	90.6%	57.7 MB	154.2 MB	334.8 MB	37 MB
2612	45/ee48f7	6401514	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:23.486	1m 27s	3s	97.0%	118 MB	224.9 MB	304.5 MB	6.2 MB
2613	f2/88800b	6401517	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:26.483	1m 24s	10s	97.6%	163.4 MB	274.2 MB	354.9 MB	43.2 MB
2608	c5/683f12	6401513	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:22.483	1m 28s	3s	91.3%	76.6 MB	180.8 MB	306.6 MB	8.9 MB
2611	ad/98dbd9	6401516	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:25.484	1m 25s	6s	96.9%	130.3 MB	240.7 MB	336.2 MB	33.7 MB
2606	48/9861a2	6401515	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:24.483	1m 26s	18s	98.1%	137.5 MB	245.1 MB	421.5 MB	98.5 MB
2615	1a/a468c6	6401518	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:27.483	1m 23s	2s	93.1%	112 MB	214 MB	297.2 MB	2 MB
2619	97/986516	6401520	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:29.483	1m 21s	2s	82.1%	118 MB	224.5 MB	302.6 MB	6.3 MB
2616	3c/67da70	6401519	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:28.492	1m 22s	2s	85.2%	54.5 MB	146.7 MB	299.2 MB	5 MB
2614	34/20bd76	6401522	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:31.483	1m 19s	2s	82.1%	40.8 MB	130.2 MB	300.6 MB	5 MB
2618	27/a4e10e	6401521	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:30.483	1m 20s	2s	87.9%	65.6 MB	165.1 MB	309 MB	12.4 MB
2620	d2/94be51	6401523	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:32.483	1m 18s	3s	94.6%	118 MB	224.9 MB	302.9 MB	5.8 MB
2617	4a/28bea2	6401525	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:34.483	1m 16s	10s	97.5%	133.2 MB	241.7 MB	388.9 MB	80.2 MB
2621	77/5160a1	6401527	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:36.483	1m 14s	22s	97.6%	137.2 MB	246.2 MB	426.3 MB	98 MB
2623	4b/f7af03	6401526	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:35.484	1m 15s	7s	96.5%	128.2 MB	239 MB	340 MB	34.3 MB
2622	08/602b30	6401524	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:33.483	1m 17s	13s	97.2%	134 MB	242.6 MB	380.3 MB	66.7 MB
2625	3a/b9954f	6401528	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:37.484	1m 13s	16s	96.7%	137.1 MB	246.7 MB	413.3 MB	93.8 MB
2626	05/d37eb2	6401530	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:39.483	1m 11s	5s	96.4%	131.2 MB	241.1 MB	364.1 MB	63 MB
2627	93/374459	6401529	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:38.482	1m 12s	1s	88.2%	3.2 MB	5.5 MB	291 MB	814 KB
2630	2c/d75518	6401531	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:40.484	1m 10s	12s	96.7%	133.6 MB	243.6 MB	416.8 MB	105.2 MB
2628	3f/f90c53	6401532	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:41.482	1m 9s	8s	95.3%	131.1 MB	239.5 MB	374.4 MB	68.1 MB
2624	f0/4a935f	6401534	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:43.483	1m 7s	5s	94.9%	130.5 MB	224.7 MB	340.8 MB	40.7 MB
2629	8a/c734f7	6401533	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:42.483	1m 8s	2s	84.2%	53.1 MB	149.4 MB	308.4 MB	11.8 MB
2632	5e/93063e	6401536	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:45.484	1m 5s	2s	93.2%	3.1 MB	5.4 MB	298.2 MB	2.7 MB
2633	3d/9e41f8	6401537	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:46.483	1m 4s	2s	76.3%	117.4 MB	223.4 MB	302.5 MB	6 MB
2631	43/a7fa88	6401535	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:44.483	1m 6s	4s	94.8%	120.5 MB	224.9 MB	336 MB	36.4 MB
2634	db/0833c6	6401538	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:47.490	1m 3s	5s	91.9%	118 MB	184.9 MB	360.6 MB	60 MB
2635	2c/a56e60	6401539	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:48.483	1m 2s	3s	85.2%	79.4 MB	184.8 MB	319.1 MB	21.4 MB
2636	4f/74ccdd	6401540	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:49.482	1m 1s	6s	90.1%	129.5 MB	240.4 MB	320.3 MB	18.3 MB
2638	ba/782649	6401541	snp_calling:snpCalling (SNP calling with bcftools mpileup + call)	COMPLETED	0	2026-03-27 05:46:50.492	1m	2s	74.3%	76.3 MB	175.8 MB	298 MB	3.6 MB
